User_ID,Amount,Location,Card_Type,Transaction_Type,Timestamp,IP_Address,Fraud_Label
521,1486.21,Brooksfurt,Amex,ATM,2025-01-16 06:10:56,10.250.150.42,0
271,4830.15,Jamesmouth,Discover,ATM,2025-01-30 05:03:00,4.8.158.106,0
932,3143.83,South Frankmouth,Visa,Mobile Payment,2025-02-08 16:15:55,98.132.209.35,0
167,16582.01,West Mercedes,Visa,Online,2025-02-07 05:31:22,113.218.105.46,1
770,689.16,North Elizabethville,Visa,Mobile Payment,2025-02-06 02:46:47,113.39.135.137,0
280,2954.08,Garrettfort,Amex,In-store,2025-02-08 02:26:44,71.55.194.46,0
626,2330.74,Nelsonland,Discover,In-store,2025-02-06 22:11:17,76.28.20.215,0
672,1712.63,Johnmouth,Amex,Mobile Payment,2025-01-03 01:38:51,9.50.125.171,0
947,2323.28,North Suzanne,MasterCard,Mobile Payment,2025-02-02 06:19:41,198.119.241.36,0
906,4465.02,Teresaport,Visa,Mobile Payment,2025-01-27 04:05:27,211.21.42.208,0
715,3514.13,Shawnberg,Amex,Mobile Payment,2025-02-17 09:12:37,111.113.229.160,0
361,4554.01,Robertfurt,Discover,In-store,2025-01-06 09:58:08,64.111.59.221,0
948,1058.92,Bentonport,Discover,ATM,2025-02-16 13:48:54,92.126.102.129,0
620,1233.58,West Janetfurt,Discover,ATM,2025-03-01 16:44:30,4.236.12.233,0
163,519.77,Millerbury,Discover,Online,2025-01-20 17:50:01,11.174.63.168,0
826,1809.44,Vazquezfort,Discover,In-store,2025-02-15 18:26:42,215.13.224.86,0
857,1938.35,North Kristineborough,Discover,Mobile Payment,2025-02-13 02:01:38,204.33.99.227,0
797,2145.39,New Calvinfurt,Visa,Mobile Payment,2025-02-13 06:06:26,129.189.84.2,0
109,4906.48,South Martha,Amex,In-store,2025-02-25 02:01:32,172.5.196.28,0
274,231.48,Ethanville,MasterCard,In-store,2025-01-14 18:14:01,48.137.210.15,0
400,3405.33,South Michaelborough,Discover,ATM,2025-02-10 12:06:14,207.39.143.74,0
973,1471.67,Matthewview,MasterCard,In-store,2025-02-22 17:32:17,143.127.193.239,0
108,121.65,Villanuevaburgh,Amex,Mobile Payment,2025-02-16 18:21:05,213.95.141.123,0
936,3782.45,East Maureenview,Discover,Mobile Payment,2025-02-02 01:33:31,114.180.134.210,0
356,1484.98,New Kristimouth,Amex,Online,2025-02-19 17:44:14,139.26.138.208,0
513,3878.8,Gatesshire,Amex,ATM,2025-02-23 23:08:07,129.54.209.252,0
522,4768.46,Port Michaelview,Visa,Mobile Payment,2025-01-03 14:19:21,78.166.112.210,0
591,18.86,Lake Robert,Discover,ATM,2025-02-17 04:00:42,34.86.98.27,0
733,4301.62,Davisside,Amex,Online,2025-01-06 10:15:47,42.31.142.196,0
462,3498.2,North Susantown,Visa,Online,2025-02-06 17:35:40,58.113.169.33,0
287,3933.0,Bradfordbury,MasterCard,In-store,2025-01-29 21:03:40,120.81.214.12,0
860,827.16,Jerryfort,Visa,ATM,2025-01-18 09:26:14,46.139.4.207,0
241,10325.64,Unusual Location,MasterCard,Gift Card Purchase,2025-02-06 15:06:07,Suspicious IP,1
428,2582.56,Jacobville,Visa,ATM,2025-01-25 07:22:52,169.245.107.35,0
975,283.98,Jonesborough,Discover,In-store,2025-02-17 01:54:48,143.115.241.165,0
966,4953.86,Lake Garyside,Visa,Online,2025-01-29 23:32:56,76.91.9.138,0
909,2830.05,Rossland,Visa,ATM,2025-01-18 07:30:02,5.19.47.179,0
475,4630.92,New Taraburgh,Amex,ATM,2025-01-14 17:57:53,216.202.137.196,0
323,2021.66,South Danielfurt,Discover,Mobile Payment,2025-02-27 21:36:16,134.30.53.146,0
703,4869.74,Wrightshire,Amex,Online,2025-02-08 14:45:54,212.92.46.117,0
684,784.35,Port Diana,Discover,Mobile Payment,2025-01-29 21:30:35,125.35.155.212,0
486,3895.27,New Denisemouth,Visa,Online,2025-01-28 18:57:20,180.7.67.161,0
106,1481.71,Stephensfort,Amex,Mobile Payment,2025-01-10 09:37:20,15.134.49.61,0
469,329.68,Port Lisaside,MasterCard,ATM,2025-01-20 17:26:09,220.31.56.249,0
511,1552.51,Roberthaven,Amex,In-store,2025-01-31 19:06:58,169.109.177.125,0
286,4814.51,Lopezland,MasterCard,Online,2025-02-06 00:34:05,188.128.114.159,0
640,3692.27,Goodmanchester,MasterCard,In-store,2025-02-20 15:51:31,205.182.89.59,0
354,3611.67,Catherineview,Amex,ATM,2025-02-23 09:15:56,48.128.40.76,0
649,1764.9,East Amandashire,MasterCard,ATM,2025-02-13 17:07:35,24.122.210.127,0
529,1657.4,Randallfurt,Amex,Online,2025-02-22 01:15:13,101.127.126.54,0
247,4783.22,Birdmouth,MasterCard,In-store,2025-02-10 00:53:05,38.188.129.150,0
536,2753.02,Scottborough,Amex,In-store,2025-02-16 00:53:23,215.170.47.81,0
978,1522.82,Michealchester,Discover,Mobile Payment,2025-01-20 19:36:44,184.57.61.29,0
515,2162.29,Lopezburgh,Discover,In-store,2025-01-30 10:38:21,200.152.137.185,0
634,965.12,Jasonburgh,MasterCard,Online,2025-02-14 18:58:18,142.195.34.70,0
728,1732.75,Jonesshire,Amex,Mobile Payment,2025-02-28 19:28:29,118.168.8.234,0
698,4944.12,South Tiffanyville,MasterCard,ATM,2025-02-15 06:31:31,182.128.193.92,0
266,3987.5,Josephport,MasterCard,ATM,2025-01-30 23:51:53,35.250.179.74,0
270,345.67,Port Amandastad,Discover,ATM,2025-02-04 18:02:47,29.88.35.61,0
485,3979.41,Gibsonland,Visa,Online,2025-01-23 05:34:48,140.171.12.96,0
567,2771.98,Josephside,Visa,Mobile Payment,2025-01-11 12:56:48,115.38.81.3,0
362,836.44,North Joshua,MasterCard,Online,2025-02-12 19:11:02,195.125.198.109,0
514,3612.61,Josephborough,Discover,Mobile Payment,2025-01-17 12:25:43,22.236.207.48,0
563,4386.35,Sallymouth,Amex,ATM,2025-01-19 10:13:53,142.63.104.159,0
877,22.94,Thomasport,Visa,Online,2025-02-06 02:37:17,91.191.186.193,0
967,509.92,Kristieview,MasterCard,ATM,2025-01-12 12:06:12,115.61.54.5,0
377,2981.79,Lake Robertaton,Amex,In-store,2025-02-01 01:45:06,93.180.30.84,0
245,2209.84,East Christinefurt,Visa,Mobile Payment,2025-01-16 19:19:49,138.129.145.167,0
891,4803.12,North Gabriela,Discover,Online,2025-02-09 00:57:32,139.112.14.228,0
709,2615.51,Port Marytown,Amex,Online,2025-01-30 14:35:30,142.197.100.115,0
157,3764.75,Jonesstad,Discover,In-store,2025-02-14 17:46:05,104.177.74.234,0
284,288.28,New Amberfort,Discover,Mobile Payment,2025-01-26 17:26:06,152.251.192.63,0
393,4575.88,New Patricialand,Amex,ATM,2025-02-11 18:49:53,126.255.21.212,0
136,384.39,Morenochester,Discover,Online,2025-01-24 19:26:37,218.34.13.133,0
939,380.52,South Mark,Amex,ATM,2025-02-24 22:02:22,33.41.148.33,0
456,3456.58,New Carlabury,Amex,In-store,2025-02-10 18:07:11,220.47.61.77,0
927,4891.23,Port Kimberlyland,Visa,Online,2025-02-13 21:08:19,44.14.123.5,0
724,2947.65,Port Denisetown,MasterCard,Mobile Payment,2025-01-11 15:06:08,64.205.239.101,0
974,2692.74,South Melodymouth,Discover,ATM,2025-01-14 05:31:45,205.235.213.27,0
918,1801.54,West Michelle,Amex,Online,2025-02-26 11:43:06,87.220.107.139,0
559,4365.99,Lake Tammyburgh,Amex,ATM,2025-01-03 06:00:15,41.170.192.77,0
970,3516.64,Robinsonburgh,MasterCard,In-store,2025-01-05 07:20:42,6.215.241.63,0
237,433.99,Kellyland,Discover,Mobile Payment,2025-01-21 06:17:29,137.153.239.67,0
358,2242.35,New Donaldside,MasterCard,Online,2025-01-06 02:05:52,141.62.128.56,0
433,3504.19,South Harrytown,Discover,ATM,2025-01-16 18:13:09,140.233.5.143,0
365,8394.37,New Christopher,Visa,Online,2025-02-16 04:41:42,72.250.118.117,1
765,2947.54,West Ashleyfurt,Amex,Online,2025-01-14 17:50:06,7.130.176.122,0
961,3214.25,Normanville,Visa,Online,2025-02-22 14:12:31,61.104.32.136,0
120,4101.32,Marissafort,Amex,ATM,2025-01-13 07:42:11,192.26.158.184,0
229,2152.11,Housebury,Amex,ATM,2025-02-18 05:44:55,130.56.190.42,0
394,1202.35,Millerfort,Visa,ATM,2025-01-21 12:18:14,5.134.217.232,0
633,4003.52,Lake James,Visa,Mobile Payment,2025-02-20 13:32:29,38.77.136.197,0
358,2228.59,Brownton,MasterCard,ATM,2025-02-07 01:42:55,20.37.181.110,0
459,107.06,Amymouth,Discover,Online,2025-01-16 09:52:44,63.88.104.148,0
551,914.62,North Billy,Discover,Online,2025-02-08 14:27:25,138.142.239.157,0
231,212.68,New Sarahstad,Visa,Online,2025-01-26 15:33:03,46.202.99.238,0
636,14721.45,Sarahburgh,Discover,Online,2025-02-03 11:05:31,78.30.53.235,1
555,4601.74,Bethanyton,Visa,In-store,2025-03-01 04:43:20,166.144.240.144,0
909,14547.31,Monicashire,MasterCard,Gift Card Purchase,2025-02-05 06:40:15,Suspicious IP,1
206,3993.54,North Michaelburgh,MasterCard,Online,2025-01-10 16:24:06,178.254.221.125,0
378,3043.06,New Joshuaton,Visa,Online,2025-01-09 20:05:30,142.94.144.190,0
480,3260.22,Jameschester,MasterCard,Mobile Payment,2025-01-29 08:53:28,81.155.207.4,0
736,1490.11,Justinstad,Visa,Online,2025-02-18 15:26:49,137.93.89.220,0
216,27.82,Ballardbury,Discover,Online,2025-01-01 23:14:15,211.8.216.101,0
976,4715.11,North Terri,MasterCard,Mobile Payment,2025-02-19 18:45:31,108.16.186.72,0
213,4947.62,North Dylanhaven,Discover,In-store,2025-02-11 16:11:58,162.79.202.29,0
907,4197.38,Jonborough,Visa,Online,2025-01-15 22:57:53,153.157.146.142,0
888,4235.06,North Matthew,MasterCard,Online,2025-02-06 02:11:55,148.193.150.53,0
481,88.14,Harrisville,Amex,Online,2025-01-27 14:04:11,162.136.212.136,0
809,2253.63,North John,Discover,Mobile Payment,2025-01-19 17:29:03,14.1.36.33,0
260,473.03,Ramirezside,MasterCard,ATM,2025-01-18 21:24:18,40.133.203.170,0
975,4644.78,Zacharybury,MasterCard,In-store,2025-01-29 23:22:30,207.9.221.18,0
770,4763.94,East Denisefurt,Amex,In-store,2025-01-31 09:02:25,78.14.100.3,0
712,1020.11,East Rachel,Visa,Online,2025-01-28 19:27:24,102.177.249.32,0
798,4847.11,North Richard,Visa,Mobile Payment,2025-02-08 15:54:58,75.11.149.99,0
696,464.35,Tinamouth,Amex,Mobile Payment,2025-02-25 02:12:01,3.48.250.227,0
116,2051.05,South Alex,MasterCard,Online,2025-01-05 01:04:40,220.18.85.227,0
594,3923.79,New Brandon,Visa,ATM,2025-01-03 07:05:31,222.52.68.238,0
814,3250.54,Jasonmouth,Visa,Online,2025-01-14 11:12:22,21.240.9.8,0
518,953.82,Ericksonshire,MasterCard,Online,2025-01-21 02:27:04,208.88.200.224,0
838,3688.63,Williamston,Amex,In-store,2025-02-01 01:53:14,51.211.41.138,0
644,4084.76,Fernandezberg,MasterCard,Mobile Payment,2025-01-09 23:44:46,219.253.239.150,0
610,1948.8,Mcintyremouth,Visa,ATM,2025-01-03 02:53:15,48.234.87.151,0
272,2873.72,Port Charlesberg,MasterCard,ATM,2025-01-25 03:41:26,200.101.3.222,0
860,2940.35,Huynhberg,Amex,ATM,2025-03-01 21:14:48,176.51.70.69,0
355,2278.4,Jaimeborough,Visa,Mobile Payment,2025-02-14 05:29:32,49.112.97.252,0
285,2951.43,New Jessica,Amex,Mobile Payment,2025-02-25 05:52:34,21.55.98.227,0
210,1239.21,New Brendaburgh,Discover,Mobile Payment,2025-01-01 04:37:32,205.178.177.79,0
824,2858.02,East Ryan,Visa,Online,2025-02-25 21:19:31,8.44.142.127,0
997,4403.68,East Jesseland,Amex,In-store,2025-01-15 04:46:39,146.251.5.130,0
468,4100.51,West Kevintown,Discover,Online,2025-01-24 04:17:46,214.234.69.57,0
208,720.47,Jeremyport,MasterCard,In-store,2025-02-02 19:58:07,223.124.72.141,0
287,4776.51,Wellsview,Discover,ATM,2025-01-08 15:00:05,134.28.214.114,0
911,25.93,Lake Elizabeth,Visa,In-store,2025-02-12 06:01:11,66.128.71.140,0
549,722.06,East Shawnberg,MasterCard,In-store,2025-02-14 04:57:14,34.70.131.182,0
142,4661.57,Caseyshire,Discover,In-store,2025-02-21 14:15:11,64.175.207.3,0
160,3421.51,East Angelaton,Visa,In-store,2025-01-04 23:16:20,204.133.215.47,0
798,362.73,Danielbury,Discover,Online,2025-02-26 19:30:32,66.44.251.59,0
320,1012.09,Lake Sandra,MasterCard,In-store,2025-01-12 20:19:37,131.250.134.35,0
545,3905.66,Port Benjaminfort,Visa,Mobile Payment,2025-01-15 14:48:51,161.255.215.110,0
818,4085.04,New Deborahview,MasterCard,ATM,2025-01-07 09:21:58,197.161.60.80,0
422,155.82,Andrewland,Visa,ATM,2025-02-06 21:27:21,171.58.227.254,0
610,1277.22,Lake Carmenchester,Discover,Online,2025-01-28 16:36:22,200.87.61.46,0
382,12337.84,Unusual Location,MasterCard,Crypto Exchange,2025-02-26 19:24:23,Suspicious IP,1
225,2702.66,Michaelport,MasterCard,Mobile Payment,2025-02-15 11:58:46,178.151.15.255,0
418,1916.85,Kevinmouth,Discover,Online,2025-01-21 22:29:22,103.149.130.178,0
557,3365.09,Powersmouth,MasterCard,ATM,2025-01-13 00:56:21,64.126.181.250,0
899,3315.26,West Paul,MasterCard,In-store,2025-02-06 14:30:48,41.51.193.241,0
857,4873.25,Daviston,Visa,Online,2025-01-19 01:24:41,93.234.155.227,0
670,379.11,Lake Suzanne,Amex,ATM,2025-02-12 22:27:14,3.113.196.45,0
879,3409.25,North Jamesbury,Discover,Mobile Payment,2025-01-10 09:08:50,192.6.26.250,0
138,2570.22,Jamiestad,MasterCard,Online,2025-01-22 04:41:07,211.60.6.64,0
913,2125.26,Davilaborough,Amex,Mobile Payment,2025-01-18 23:37:26,64.94.125.34,0
664,2453.03,Parkerland,Discover,Mobile Payment,2025-01-17 21:58:25,40.144.125.92,0
187,700.06,Pamelafort,Amex,Online,2025-02-27 11:53:42,223.125.149.129,0
410,14916.38,Unusual Location,MasterCard,Gift Card Purchase,2025-02-28 18:24:25,66.123.110.55,1
661,2081.99,North Mariechester,Amex,Mobile Payment,2025-01-07 07:14:08,198.83.183.31,0
739,192.74,West Jaime,Discover,ATM,2025-01-12 14:07:26,143.25.56.201,0
374,4946.91,North Pennyborough,Amex,In-store,2025-02-10 14:00:18,191.63.174.128,0
579,271.89,South Randyside,Amex,In-store,2025-01-08 07:14:58,104.27.126.69,0
834,3718.09,Lake Leah,Discover,ATM,2025-02-06 11:04:04,130.182.43.15,0
198,1219.87,South Erinfurt,Discover,Online,2025-02-10 04:39:18,140.75.177.70,0
596,351.86,Thomasview,MasterCard,Mobile Payment,2025-02-21 15:09:32,97.181.202.161,0
200,129.39,Courtneyfurt,Discover,ATM,2025-01-24 16:36:03,181.185.213.230,0
423,1993.4,West Joshuaton,Discover,Online,2025-01-23 12:15:36,1.245.210.30,0
366,4742.05,East Margaretberg,Discover,Online,2025-02-22 00:05:02,118.125.16.18,0
949,4715.17,Johnsonborough,Visa,In-store,2025-01-04 16:17:09,65.246.236.131,0
488,2851.1,Charlesshire,Discover,Mobile Payment,2025-02-08 12:58:17,126.179.114.183,0
584,2475.9,Port Jillport,Amex,Online,2025-01-27 05:22:06,143.179.158.245,0
944,1045.22,North Miguelland,Visa,Mobile Payment,2025-02-25 03:54:51,155.89.39.176,0
612,15432.52,Lake Josestad,Discover,Crypto Exchange,2025-01-28 19:49:17,Suspicious IP,1
596,2642.89,Nancytown,Discover,In-store,2025-02-16 07:11:45,205.236.112.195,0
842,864.98,Natalieside,Amex,ATM,2025-01-04 23:13:53,190.106.19.97,0
307,740.21,Reynoldsbury,Discover,Online,2025-01-01 21:15:24,202.242.120.143,0
106,3210.18,Fitzgeraldshire,Discover,In-store,2025-01-18 19:09:48,4.255.118.56,0
955,9035.89,Unusual Location,Visa,Crypto Exchange,2025-02-27 17:06:47,Suspicious IP,1
935,3033.18,Dustinfort,Visa,Online,2025-01-27 07:26:56,88.170.83.20,0
844,4194.44,East Jessica,Amex,Online,2025-01-03 07:08:06,10.225.90.209,0
960,4350.36,Ruiztown,MasterCard,ATM,2025-02-04 18:04:04,102.82.248.23,0
913,1303.77,Charlesmouth,Discover,Mobile Payment,2025-01-22 08:59:38,211.183.183.248,0
553,2077.12,New Crystal,Visa,Online,2025-01-08 22:51:56,190.9.244.247,0
226,492.05,West Robert,Visa,Online,2025-02-26 23:21:53,211.106.92.138,0
703,3128.47,Sandraland,Discover,ATM,2025-02-01 02:13:40,55.117.1.242,0
898,4584.19,Port Joycestad,Discover,In-store,2025-02-23 17:49:32,37.132.230.173,0
787,3684.78,Brianside,Visa,Online,2025-01-11 12:17:46,19.14.13.58,0
905,1873.23,Theresafurt,Discover,ATM,2025-02-13 21:22:57,215.172.56.215,0
164,797.7,East Stephanieview,MasterCard,In-store,2025-02-06 18:19:20,122.102.125.148,0
438,4852.49,Lake Rodneyborough,Amex,Mobile Payment,2025-02-01 18:10:35,48.153.156.241,0
410,4099.67,Boydmouth,Visa,Online,2025-02-08 05:45:09,209.158.169.158,0
570,3726.39,New Kristin,Visa,In-store,2025-01-18 10:24:39,218.119.124.22,0
861,4032.48,Holdenhaven,Discover,Online,2025-02-15 17:56:49,25.207.172.27,0
497,4109.34,Rayland,Visa,ATM,2025-01-09 02:43:38,202.198.245.214,0
149,954.13,New Michael,Discover,ATM,2025-02-15 20:31:40,207.156.214.146,0
600,2104.55,West Cynthiamouth,Discover,Mobile Payment,2025-02-23 11:30:22,81.31.196.146,0
205,3666.98,Port Rebeccaton,MasterCard,In-store,2025-01-23 22:02:12,4.47.166.23,0
334,2378.04,Hermanland,MasterCard,Mobile Payment,2025-03-01 14:36:25,208.230.85.233,0
608,3378.9,Lake Alanborough,MasterCard,ATM,2025-02-11 23:18:22,176.127.201.13,0
864,468.67,East Jacquelineport,Amex,ATM,2025-02-23 07:02:46,40.97.179.7,0
147,1904.38,East Calebmouth,Discover,Online,2025-01-13 22:33:28,216.167.215.195,0
359,2700.42,West Timothyfurt,MasterCard,ATM,2025-01-17 09:53:41,49.5.228.205,0
750,711.57,West Hector,Amex,ATM,2025-02-16 20:57:27,83.148.119.37,0
670,4792.65,New Nicole,Amex,Online,2025-02-10 07:52:26,195.206.98.254,0
100,1586.85,New Debra,MasterCard,Mobile Payment,2025-02-15 04:21:49,48.183.153.105,0
915,2292.72,Rileymouth,Discover,In-store,2025-01-16 22:59:08,197.213.19.142,0
124,5636.71,Unusual Location,Amex,Gift Card Purchase,2025-02-15 21:01:44,12.84.70.111,1
245,842.17,Latashatown,Amex,In-store,2025-01-25 22:45:08,153.32.48.242,0
558,4693.19,East Jacobshire,MasterCard,Mobile Payment,2025-02-12 04:54:35,71.75.95.148,0
548,3654.31,Port Adrienne,Visa,ATM,2025-01-10 12:09:08,20.55.232.85,0
310,3445.0,Kimberlyburgh,Amex,ATM,2025-02-01 01:04:22,83.121.36.129,0
554,3314.22,Jordanton,MasterCard,Online,2025-02-16 02:56:51,52.219.223.28,0
884,369.75,New Stacey,MasterCard,Online,2025-02-20 07:52:34,166.47.100.37,0
273,3916.32,Goodwinmouth,Amex,Online,2025-02-09 23:04:50,23.126.125.188,0
816,3650.28,Hannaview,Amex,In-store,2025-01-15 08:52:51,199.62.34.125,0
776,3953.44,North Michael,Visa,ATM,2025-02-28 04:22:47,8.247.44.162,0
174,3953.71,Taylorborough,Discover,In-store,2025-02-03 07:09:03,156.116.147.236,0
395,2031.36,Lake Alexandramouth,Visa,Online,2025-01-05 04:08:05,109.231.63.47,0
354,3058.77,West Donaldland,Amex,Mobile Payment,2025-02-13 14:05:05,9.104.72.71,0
113,336.56,West Steven,MasterCard,Online,2025-02-12 17:39:13,162.119.82.26,0
306,1042.31,Port Sarashire,Visa,ATM,2025-01-01 05:13:07,9.163.34.129,0
306,2452.54,South Donald,Discover,Online,2025-01-12 10:12:59,205.77.181.52,0
142,1514.25,Lake Laurachester,MasterCard,Online,2025-02-04 17:06:33,120.255.56.103,0
384,3762.34,Normanburgh,Discover,ATM,2025-02-09 15:34:58,191.52.131.170,0
549,1906.77,Cynthiamouth,Visa,ATM,2025-02-16 23:17:57,131.155.86.56,0
949,1236.87,Santosstad,MasterCard,Online,2025-02-01 10:18:18,34.145.192.183,0
940,198.24,Rodrigueztown,Visa,ATM,2025-01-20 16:05:28,106.125.62.205,0
911,4254.58,Wangshire,MasterCard,Online,2025-01-15 21:54:28,38.177.13.110,0
567,447.84,South Pamelaside,Visa,ATM,2025-02-19 04:21:44,139.28.217.172,0
307,2356.87,North Patriciashire,Amex,In-store,2025-02-26 00:15:57,159.110.67.15,0
698,1320.53,New Amandafort,Visa,Online,2025-01-19 22:59:02,132.133.252.81,0
146,2280.34,Jaredport,Discover,ATM,2025-02-24 17:36:14,119.224.81.227,0
442,795.82,Williamsport,MasterCard,Mobile Payment,2025-02-04 17:26:12,58.82.114.30,0
122,4997.4,Martinport,Visa,In-store,2025-01-10 10:22:01,132.172.170.106,0
185,1611.21,Danaport,MasterCard,ATM,2025-01-17 15:01:19,60.229.40.131,0
